fir_id,case_id,date,police_station,complaint_text
FIR00466,CASE0062,2024-08-28,Satellite Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00467,CASE0111,2024-08-06,Koramangala Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00468,CASE0176,2022-05-13,Sector 17 Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00469,CASE0012,2024-05-03,Gomti Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00470,CASE0037,2023-01-13,T Nagar Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00471,CASE0117,2023-10-11,Gomti Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00472,CASE0180,2025-08-31,Colaba Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00473,CASE0188,2025-05-25,MG Road Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00474,CASE0171,2024-06-10,Secunderabad Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00475,CASE0146,2022-01-26,Satellite Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00476,CASE0228,2022-09-04,Bandra Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00477,CASE0070,2024-05-04,Sector 17 Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00478,CASE0022,2023-04-04,Koramangala Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00479,CASE0201,2024-01-01,Gomti Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00480,CASE0160,2022-05-26,Park Street Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00481,CASE0184,2025-06-23,Andheri Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00482,CASE0063,2025-09-06,Park Street Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00483,CASE0048,2023-01-18,Whitefield Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00484,CASE0045,2025-12-06,Sector 17 Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00485,CASE0082,2022-12-04,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00486,CASE0009,2025-06-24,Park Street Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00487,CASE0034,2022-08-07,Koramangala Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00488,CASE0108,2024-12-17,Hazratganj Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00489,CASE0114,2024-03-28,Satellite Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00490,CASE0027,2023-11-04,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00491,CASE0087,2025-02-02,Whitefield Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00492,CASE0154,2022-08-28,T Nagar Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00493,CASE0215,2023-01-26,Colaba Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00494,CASE0028,2022-08-26,Secunderabad Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00495,CASE0187,2025-02-18,Sector 17 Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00496,CASE0010,2023-01-31,Koregaon Park Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00497,CASE0213,2022-06-04,Colaba Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00498,CASE0113,2025-11-26,Koramangala Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00499,CASE0189,2022-02-09,Secunderabad Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00500,CASE0050,2022-07-20,T Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00501,CASE0019,2024-02-13,Sector 17 Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up. Subject also referred to as Reyansh iMrza. Phone noted in station diary as 9694473388. Subject also referred to as Fatima Mukherjea. Phone noted in station diary as 6012789693. Subject also referred to as Diya Patell. Phone noted in station diary as 8637114204. Subject also referred to as Kavya Kapooor. Phone noted in station diary as 8421065109.
FIR00502,CASE0022,2023-05-24,Koramangala Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00503,CASE0133,2024-07-30,Andheri Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00504,CASE0146,2025-04-15,Malviya Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00505,CASE0151,2024-06-09,Whitefield Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00506,CASE0165,2024-07-18,T Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00507,CASE0039,2022-08-30,MG Road Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00508,CASE0078,2023-05-19,Koregaon Park Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00509,CASE0170,2025-12-11,Gomti Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00510,CASE0114,2025-09-27,T Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00511,CASE0235,2023-09-03,Bandra Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00512,CASE0022,2024-09-26,MG Road Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00513,CASE0116,2022-03-20,Gomti Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00514,CASE0123,2024-08-08,Satellite Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00515,CASE0175,2025-03-27,MG Road Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00516,CASE0031,2025-07-13,Secunderabad Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00517,CASE0051,2022-02-14,Bandra Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00518,CASE0091,2024-08-27,MG Road Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00519,CASE0222,2022-10-25,T Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00520,CASE0221,2025-10-23,Koramangala Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00521,CASE0203,2025-03-09,Andheri Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00522,CASE0166,2022-03-14,Gomti Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00523,CASE0030,2022-09-03,Sector 17 Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00524,CASE0240,2023-08-05,Andheri Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00525,CASE0164,2025-08-16,Andheri Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00526,CASE0209,2023-10-17,Hazratganj Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00527,CASE0203,2022-05-03,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00528,CASE0228,2022-06-15,Gomti Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00529,CASE0177,2023-07-16,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00530,CASE0073,2022-11-01,Satellite Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00531,CASE0174,2022-03-22,Sector 17 Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00532,CASE0089,2023-04-15,Sector 17 Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00533,CASE0079,2022-05-16,Koregaon Park Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00534,CASE0082,2022-07-15,Andheri Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00535,CASE0064,2025-07-11,Colaba Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00536,CASE0109,2025-03-13,Hazratganj Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00537,CASE0057,2023-08-09,Secunderabad Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00538,CASE0109,2023-01-13,T Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00539,CASE0146,2024-09-26,Colaba Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00540,CASE0001,2023-07-29,Whitefield Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up. Subject also referred to as Rahul Mukhrjee. Phone noted in station diary as 9783471066. Subject also referred to as Gopal Niar. Phone noted in station diary as 7241832927. Subject also referred to as Sunil Patee. Phone noted in station diary as 8679327486. Subject also referred to as Rohan Mirzaa. Phone noted in station diary as 9445475631.
FIR00541,CASE0037,2023-06-23,Colaba Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00542,CASE0063,2025-02-03,Gomti Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00543,CASE0146,2025-01-07,Gomti Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00544,CASE0034,2022-05-08,Secunderabad Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00545,CASE0173,2024-02-22,Koregaon Park Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00546,CASE0011,2022-08-12,Koregaon Park Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00547,CASE0086,2022-01-12,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00548,CASE0125,2024-04-27,Koregaon Park Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00549,CASE0159,2022-01-27,Malviya Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00550,CASE0166,2025-10-07,Koregaon Park Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00551,CASE0228,2025-12-01,Malviya Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00552,CASE0205,2022-05-04,Andheri Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00553,CASE0195,2022-07-01,Gomti Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00554,CASE0210,2024-06-05,MG Road Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00555,CASE0053,2025-03-13,Gomti Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00556,CASE0073,2022-01-23,Whitefield Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00557,CASE0029,2024-09-04,Secunderabad Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00558,CASE0130,2022-08-02,Koregaon Park Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00559,CASE0038,2024-02-23,Secunderabad Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00560,CASE0120,2025-08-03,Andheri Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00561,CASE0043,2024-05-15,Malviya Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00562,CASE0010,2025-01-03,MG Road Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up. Subject also referred to as Deepak Dai. Phone noted in station diary as 9314976460. Subject also referred to as Pallavi Naiir. Phone noted in station diary as 9682125564. Subject also referred to as Manoj Hussaii. Phone noted in station diary as 6496023676. Subject also referred to as Prakash Nari. Phone noted in station diary as 7176619120.
FIR00563,CASE0030,2025-04-05,Malviya Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00564,CASE0095,2022-02-13,Secunderabad Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00565,CASE0238,2024-03-03,MG Road Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00566,CASE0093,2022-08-17,Secunderabad Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00567,CASE0084,2022-05-01,Gomti Nagar Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00568,CASE0193,2025-03-05,T Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00569,CASE0238,2023-09-27,Hazratganj Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00570,CASE0022,2025-12-25,Koregaon Park Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00571,CASE0009,2024-08-15,Malviya Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network. Subject also referred to as Diya Kaapoor. Phone noted in station diary as 8137272685. Subject also referred to as Ashok Mukherjey. Phone noted in station diary as 7275856859. Subject also referred to as Neha Ali. Phone noted in station diary as 7744417734. Subject also referred to as Riya Mkherjee. Phone noted in station diary as 7598125547.
FIR00572,CASE0201,2022-08-30,Whitefield Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00573,CASE0236,2025-08-23,Sector 17 Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00574,CASE0215,2023-08-02,Hazratganj Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00575,CASE0084,2022-05-27,Hazratganj Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00576,CASE0036,2022-06-12,MG Road Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00577,CASE0085,2023-09-22,Malviya Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00578,CASE0050,2024-11-09,Whitefield Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00579,CASE0169,2024-10-31,Andheri Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00580,CASE0069,2024-11-25,T Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00581,CASE0129,2025-11-12,MG Road Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00582,CASE0125,2023-05-21,MG Road Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00583,CASE0112,2023-08-15,Satellite Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00584,CASE0030,2022-09-29,Gomti Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00585,CASE0042,2022-08-14,Park Street Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00586,CASE0028,2023-08-21,Sector 17 Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00587,CASE0152,2023-09-23,Sector 17 Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00588,CASE0115,2025-02-11,MG Road Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00589,CASE0087,2023-01-20,MG Road Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00590,CASE0025,2022-03-29,Koregaon Park Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown. Subject also referred to as Ashok Gupty. Phone noted in station diary as 7448500778. Subject also referred to as Arjun yIer. Phone noted in station diary as 9093659920. Subject also referred to as Rizwan Kappoor. Phone noted in station diary as 6546602417. Subject also referred to as Suresh NNaik. Phone noted in station diary as 7336939806.
FIR00591,CASE0214,2022-09-15,Koramangala Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00592,CASE0069,2024-07-24,Koramangala Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00593,CASE0211,2022-11-30,T Nagar Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00594,CASE0075,2022-05-22,Malviya Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00595,CASE0030,2023-11-03,Secunderabad Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00596,CASE0157,2024-09-12,Bandra Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00597,CASE0120,2025-12-03,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00598,CASE0142,2024-01-06,Satellite Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00599,CASE0073,2023-10-01,Gomti Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00600,CASE0029,2022-04-05,Koramangala Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00601,CASE0007,2025-06-15,Secunderabad Police Station,Missing person report filed after individual failed to return from scheduled business travel. Subject also referred to as Neha Banerjey. Phone noted in station diary as 7686276369. Subject also referred to as Suresh Mirzza. Phone noted in station diary as 7449134243. Subject also referred to as Vikram Pillay. Phone noted in station diary as 9552977641. Subject also referred to as Diya Desai. Phone noted in station diary as 9775698983.
FIR00602,CASE0099,2024-09-05,Colaba Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00603,CASE0022,2025-11-03,Secunderabad Police Station,Missing person report filed after individual failed to return from scheduled business travel. Subject also referred to as Vinod Kaoor. Phone noted in station diary as 9386407672. Subject also referred to as Amit Iyei. Phone noted in station diary as 7369149411. Subject also referred to as Ashok Mkherjee. Phone noted in station diary as 6599944263. Subject also referred to as Ramesh eMnon. Phone noted in station diary as 6608277076.
FIR00604,CASE0004,2023-02-14,Park Street Police Station,Extortion complaint regarding repeated threatening calls demanding payment. Subject also referred to as Amit Aly. Phone noted in station diary as 8782905549. Subject also referred to as Ramesh Shara. Phone noted in station diary as 8928153370. Subject also referred to as Reyansh Sheiki. Phone noted in station diary as 6375658063. Subject also referred to as Lakshmi Plilai. Phone noted in station diary as 6096242357.
FIR00605,CASE0035,2024-10-21,Malviya Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00606,CASE0152,2024-04-08,Park Street Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00607,CASE0104,2024-11-18,Bandra Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00608,CASE0179,2025-02-28,Gomti Nagar Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00609,CASE0024,2024-12-05,Koramangala Police Station,Missing person report filed after individual failed to return from scheduled business travel. Subject also referred to as Meera Naia. Phone noted in station diary as 6015944533. Subject also referred to as Pallavi Kumr. Phone noted in station diary as 7407875018. Subject also referred to as Shreya Mehte. Phone noted in station diary as 8569641309. Subject also referred to as Sanjay Vemra. Phone noted in station diary as 9022939449.
FIR00610,CASE0013,2023-12-27,Malviya Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00611,CASE0023,2022-06-15,Satellite Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00612,CASE0226,2024-08-06,Koramangala Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00613,CASE0052,2025-10-24,Colaba Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00614,CASE0095,2022-11-20,MG Road Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00615,CASE0058,2023-11-05,Sector 17 Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00616,CASE0055,2024-08-07,Park Street Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00617,CASE0090,2023-11-06,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00618,CASE0040,2024-02-26,Secunderabad Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00619,CASE0122,2022-07-08,Colaba Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00620,CASE0095,2022-11-30,Koramangala Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00621,CASE0225,2022-02-28,Hazratganj Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00622,CASE0221,2022-10-26,Koramangala Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00623,CASE0145,2025-11-19,Malviya Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00624,CASE0003,2023-10-16,Secunderabad Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00625,CASE0156,2023-11-07,T Nagar Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00626,CASE0085,2025-07-17,Satellite Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00627,CASE0061,2022-11-08,Sector 17 Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00628,CASE0012,2022-06-03,T Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network. Subject also referred to as Ishaan Redy. Phone noted in station diary as 6980574369. Subject also referred to as Vivaan Banerjee. Phone noted in station diary as 7654358941. Subject also referred to as Lakshmi Kaoor. Phone noted in station diary as 8991192886. Subject also referred to as Riya Khaa. Phone noted in station diary as 9509263233.
FIR00629,CASE0051,2024-04-24,Bandra Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00630,CASE0122,2022-07-23,Malviya Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00631,CASE0039,2025-06-07,Hazratganj Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00632,CASE0023,2024-09-05,Gomti Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network. Subject also referred to as Manoj Rddy. Phone noted in station diary as 9768893828. Subject also referred to as Lakshmi Ptael. Phone noted in station diary as 9876401818. Subject also referred to as Vikram Ali. Phone noted in station diary as 8029362409. Subject also referred to as Rohan Sharam. Phone noted in station diary as 6423573389.
FIR00633,CASE0237,2025-09-06,Colaba Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00634,CASE0132,2022-05-14,Bandra Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00635,CASE0017,2025-09-16,Koramangala Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00636,CASE0157,2023-03-31,Park Street Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00637,CASE0040,2025-11-12,Secunderabad Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00638,CASE0112,2025-12-22,T Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00639,CASE0168,2024-09-14,Whitefield Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00640,CASE0126,2023-01-19,Gomti Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00641,CASE0011,2025-05-24,Sector 17 Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up. Subject also referred to as Farhan Shiekh. Phone noted in station diary as 7767742893. Subject also referred to as Vikram Ali. Phone noted in station diary as 6714876509. Subject also referred to as Arjun Chpra. Phone noted in station diary as 9601389500. Subject also referred to as Ayesha Rddy. Phone noted in station diary as 6326551337.
FIR00642,CASE0037,2023-10-16,Bandra Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00643,CASE0002,2024-02-23,Sector 17 Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking. Subject also referred to as Ananya Mehat. Phone noted in station diary as 9861114573. Subject also referred to as Manoj Khae. Phone noted in station diary as 8436436442. Subject also referred to as Vikram Meon. Phone noted in station diary as 9480164483. Subject also referred to as Priya DDesai. Phone noted in station diary as 9085173789.
FIR00644,CASE0062,2024-06-08,T Nagar Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00645,CASE0164,2025-05-16,T Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00646,CASE0161,2023-08-27,Gomti Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00647,CASE0071,2022-11-28,Bandra Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00648,CASE0048,2022-02-18,T Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00649,CASE0131,2022-09-26,Secunderabad Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00650,CASE0188,2025-10-18,Park Street Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00651,CASE0135,2024-09-27,Malviya Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00652,CASE0230,2024-11-12,Andheri Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00653,CASE0204,2023-06-18,Colaba Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00654,CASE0126,2025-10-11,T Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00655,CASE0212,2022-08-06,Colaba Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00656,CASE0100,2024-11-20,T Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00657,CASE0178,2023-03-23,Gomti Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00658,CASE0045,2023-05-01,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00659,CASE0111,2022-05-08,Whitefield Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00660,CASE0087,2022-10-12,Koramangala Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00661,CASE0017,2025-09-21,Gomti Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel. Subject also referred to as Sneha Hussaii. Phone noted in station diary as 6986361526. Subject also referred to as Ramesh Anasri. Phone noted in station diary as 6966452919. Subject also referred to as Fatima Day. Phone noted in station diary as 8786800552. Subject also referred to as Lakshmi Iyeer. Phone noted in station diary as 9499799051.
FIR00662,CASE0138,2022-09-14,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00663,CASE0120,2022-12-23,Koramangala Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00664,CASE0006,2023-11-24,Koramangala Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up. Subject also referred to as Nisha Kumay. Phone noted in station diary as 6319092489. Subject also referred to as Imran Anasri. Phone noted in station diary as 6342028171. Subject also referred to as Rahul Iyre. Phone noted in station diary as 6073095255. Subject also referred to as Ramesh Khaan. Phone noted in station diary as 8564343696.
FIR00665,CASE0120,2022-11-28,Whitefield Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00666,CASE0128,2023-12-25,Whitefield Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00667,CASE0205,2023-04-07,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00668,CASE0039,2022-01-24,Secunderabad Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00669,CASE0212,2024-10-02,Whitefield Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00670,CASE0178,2022-07-18,Bandra Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00671,CASE0041,2022-08-14,Koregaon Park Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00672,CASE0231,2023-06-02,Sector 17 Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00673,CASE0164,2024-09-03,Whitefield Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00674,CASE0101,2022-04-03,Malviya Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00675,CASE0106,2025-10-31,Sector 17 Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
