surveillance_id,case_id,timestamp,location,report_text
SUR00317,CASE0009,2024-01-02 14:08:52,Guwahati Junction 159,Subject switched mobile handset twice within surveillance window.
SUR00318,CASE0151,2024-07-13 00:18:54,Chennai Colony 69,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00319,CASE0187,2025-05-14 02:20:13,Indore Hub 63,Subject attended organizational meeting with known associates under watch.
SUR00320,CASE0052,2023-12-23 14:33:42,Bengaluru Tower 105,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00321,CASE0039,2025-08-23 14:22:23,Ranchi Colony 111,Subject avoided main roads and used alternate route to destination.
SUR00322,CASE0120,2024-05-18 18:56:59,Visakhapatnam Tower 14,Repeated short calls observed before cash handoff at public location.
SUR00323,CASE0051,2025-01-14 12:18:09,Chandigarh Tower 157,Subject switched mobile handset twice within surveillance window.
SUR00324,CASE0193,2023-09-28 03:38:13,Mumbai Junction 88,Subject attended organizational meeting with known associates under watch.
SUR00325,CASE0068,2025-06-12 02:24:10,Hyderabad Hub 12,Night movement detected between warehouse and secondary safe house location.
SUR00326,CASE0029,2025-04-25 21:54:23,Lucknow Park 79,Subject attended organizational meeting with known associates under watch.
SUR00327,CASE0130,2024-09-11 21:49:09,Mumbai Park 41,Subject switched mobile handset twice within surveillance window.
SUR00328,CASE0146,2023-04-30 20:00:36,Nagpur Junction 51,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00329,CASE0100,2025-02-05 19:23:08,Jaipur Colony 114,Night movement detected between warehouse and secondary safe house location.
SUR00330,CASE0063,2024-02-03 04:58:19,Mumbai Plaza 27,Night movement detected between warehouse and secondary safe house location.
SUR00331,CASE0097,2024-11-15 17:45:39,Lucknow Park 19,Subject avoided main roads and used alternate route to destination.
SUR00332,CASE0168,2023-01-17 03:02:46,Kolkata Park 18,Repeated short calls observed before cash handoff at public location.
SUR00333,CASE0077,2024-05-17 01:36:23,Chandigarh Junction 44,Subject avoided main roads and used alternate route to destination.
SUR00334,CASE0054,2024-06-26 14:14:08,Nagpur Junction 37,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00335,CASE0212,2023-01-24 06:45:41,Kolkata Park 18,Subject switched mobile handset twice within surveillance window.
SUR00336,CASE0054,2024-03-31 02:44:03,Pune Colony 59,Repeated short calls observed before cash handoff at public location.
SUR00337,CASE0151,2024-04-07 19:28:46,Chandigarh Colony 99,Night movement detected between warehouse and secondary safe house location.
SUR00338,CASE0089,2025-06-01 14:47:05,Chandigarh Hub 74,Night movement detected between warehouse and secondary safe house location.
SUR00339,CASE0094,2023-03-22 06:18:53,Indore Hub 2,Night movement detected between warehouse and secondary safe house location.
SUR00340,CASE0008,2023-06-17 11:14:53,Kochi Park 115,Subject avoided main roads and used alternate route to destination.
SUR00341,CASE0211,2025-12-10 23:26:39,Kochi Plaza 107,Subject avoided main roads and used alternate route to destination.
SUR00342,CASE0209,2024-08-03 17:24:17,Nagpur Junction 36,Subject observed meeting two associates near commercial hub; duration forty minutes.
SUR00343,CASE0002,2023-12-29 21:33:51,Lucknow Park 79,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00344,CASE0155,2024-02-16 06:02:28,Pune Market 17,Vehicle linked to case parked outside target premises for extended period.
SUR00345,CASE0081,2023-07-18 11:45:08,Surat Plaza 156,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00346,CASE0042,2024-09-17 19:15:52,Kolkata Tower 75,Night movement detected between warehouse and secondary safe house location.
SUR00347,CASE0013,2025-05-15 01:23:54,Pune Market 65,Vehicle linked to case parked outside target premises for extended period.
SUR00348,CASE0005,2025-04-18 03:06:30,Bhopal Colony 97,Subject avoided main roads and used alternate route to destination.
SUR00349,CASE0040,2024-03-21 15:24:03,Delhi Junction 8,Subject switched mobile handset twice within surveillance window.
SUR00350,CASE0005,2024-06-01 09:58:23,Pune Market 65,Repeated short calls observed before cash handoff at public location.
SUR00351,CASE0093,2025-05-01 21:06:44,Indore Tower 128,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00352,CASE0114,2024-04-02 16:53:10,Jaipur Colony 114,Repeated short calls observed before cash handoff at public location.
SUR00353,CASE0129,2024-04-30 13:53:48,Hyderabad Plaza 22,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00354,CASE0062,2023-08-17 16:48:34,Guwahati Plaza 152,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00355,CASE0223,2024-11-07 11:10:09,Delhi Park 49,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00356,CASE0118,2023-12-06 15:30:23,Surat Hub 20,Vehicle linked to case parked outside target premises for extended period.
SUR00357,CASE0161,2023-09-01 12:26:45,Surat Park 155,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00358,CASE0041,2025-09-25 16:25:30,Delhi Junction 147,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00359,CASE0133,2023-12-31 12:15:53,Hyderabad Market 131,Subject observed meeting two associates near commercial hub; duration forty minutes.
SUR00360,CASE0196,2025-12-17 20:57:48,Pune Tower 71,Vehicle linked to case parked outside target premises for extended period.
SUR00361,CASE0105,2025-07-26 19:07:37,Bhopal Plaza 160,Subject switched mobile handset twice within surveillance window.
SUR00362,CASE0117,2024-10-05 04:29:18,Guwahati Park 158,Subject avoided main roads and used alternate route to destination.
SUR00363,CASE0002,2025-02-23 16:49:56,Ranchi Colony 111,Subject switched mobile handset twice within surveillance window.
SUR00364,CASE0043,2025-06-14 19:48:10,Guwahati Plaza 92,Repeated short calls observed before cash handoff at public location.
SUR00365,CASE0190,2025-02-10 02:07:10,Hyderabad Tower 85,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00366,CASE0069,2025-06-23 02:42:34,Guwahati Plaza 57,Vehicle linked to case parked outside target premises for extended period.
SUR00367,CASE0212,2025-06-26 09:23:08,Kochi Tower 126,Night movement detected between warehouse and secondary safe house location.
SUR00368,CASE0064,2024-08-18 20:09:48,Surat Plaza 40,Subject avoided main roads and used alternate route to destination.
SUR00369,CASE0204,2023-06-02 02:11:58,Bengaluru Tower 66,Vehicle linked to case parked outside target premises for extended period.
SUR00370,CASE0162,2025-08-30 23:32:44,Kochi Tower 126,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00371,CASE0038,2023-08-21 09:10:37,Delhi Market 141,Subject switched mobile handset twice within surveillance window.
SUR00372,CASE0005,2024-04-13 08:05:55,Ranchi Market 132,Repeated short calls observed before cash handoff at public location.
SUR00373,CASE0221,2024-12-14 18:14:52,Indore Market 136,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00374,CASE0226,2025-03-24 14:02:25,Guwahati Hub 129,Subject attended organizational meeting with known associates under watch.
SUR00375,CASE0054,2025-01-21 22:32:27,Lucknow Plaza 142,Subject switched mobile handset twice within surveillance window.
SUR00376,CASE0136,2025-09-12 00:00:07,Kochi Market 28,Night movement detected between warehouse and secondary safe house location.
SUR00377,CASE0149,2025-12-14 12:23:04,Nagpur Hub 103,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00378,CASE0062,2025-08-30 01:12:52,Mumbai Hub 76,Subject observed meeting two associates near commercial hub; duration forty minutes.
SUR00379,CASE0168,2023-09-03 03:19:53,Surat Hub 20,Repeated short calls observed before cash handoff at public location.
SUR00380,CASE0066,2024-10-11 00:22:51,Indore Park 109,Subject avoided main roads and used alternate route to destination.
SUR00381,CASE0026,2025-08-08 00:51:13,Bhopal Hub 64,Night movement detected between warehouse and secondary safe house location.
SUR00382,CASE0220,2025-10-18 11:44:25,Indore Tower 39,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00383,CASE0137,2024-10-08 16:41:14,Ahmedabad Plaza 33,Night movement detected between warehouse and secondary safe house location.
SUR00384,CASE0137,2023-07-25 08:40:45,Bhopal Plaza 160,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00385,CASE0048,2025-06-01 06:10:47,Bengaluru Tower 66,Subject switched mobile handset twice within surveillance window.
SUR00386,CASE0034,2023-09-10 02:09:19,Kolkata Plaza 119,Vehicle linked to case parked outside target premises for extended period.
SUR00387,CASE0232,2023-05-01 12:40:38,Delhi Hub 82,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00388,CASE0054,2024-06-22 23:38:56,Kochi Tower 126,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00389,CASE0019,2024-03-18 07:50:45,Lucknow Plaza 142,Vehicle linked to case parked outside target premises for extended period.
SUR00390,CASE0218,2025-05-01 19:36:38,Hyderabad Hub 16,Financial courier activity noted; subject exchanged envelope with unknown male.
SUR00391,CASE0203,2023-02-27 13:30:49,Ranchi Park 95,Night movement detected between warehouse and secondary safe house location.
SUR00392,CASE0197,2023-01-20 06:27:23,Hyderabad Junction 86,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00393,CASE0034,2025-02-08 00:33:25,Guwahati Park 158,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00394,CASE0018,2024-03-12 01:52:28,Patna Market 4,Night movement detected between warehouse and secondary safe house location.
SUR00395,CASE0030,2025-05-11 06:26:48,Nagpur Plaza 106,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00396,CASE0015,2024-06-24 23:46:17,Nagpur Tower 104,Subject switched mobile handset twice within surveillance window.
SUR00397,CASE0129,2023-01-26 02:57:29,Mumbai Hub 76,Subject observed meeting two associates near commercial hub; duration forty minutes.
SUR00398,CASE0005,2024-04-19 08:17:19,Lucknow Park 94,Subject attended organizational meeting with known associates under watch.
SUR00399,CASE0047,2024-08-04 18:16:24,Indore Tower 39,Repeated short calls observed before cash handoff at public location.
SUR00400,CASE0081,2024-03-08 04:27:26,Ranchi Plaza 100,Subject observed meeting two associates near commercial hub; duration forty minutes.
